,test case name,nbr logs,nbr char in log,debug,info,error,warn,tbl mini,tbl maxi,tbl avg,tbl first and last,NOC mini,NOC maxi,NOC,NOC avg,nbr negattion
130,Test_21,4556,359.6191834942932,3928,551,36,41,3.52964705882353,49.06535294117647,6.794533538285791,357.53,1,283,4556,10.546296296296296,558
131,Test_90,3331,303.2644851395977,3001,291,10,29,8.000933333333334,51.94906666666666,10.795843538958916,112.81,1,246,3331,9.57183908045977,290
132,Test_97,5466,335.50109769484084,4824,577,8,57,3.530176470588235,48.24047058823529,6.2670281999410005,306.776,1,281,5466,11.856832971800435,550
133,Test_119,3418,304.5459332943242,3066,310,16,26,12.000599999999999,55.62766666666666,14.62942250621321,166.467,1,246,3418,9.547486033519553,319
134,Test_5,2681,351.4587840358075,2343,280,38,20,8.002,53.617866666666664,10.988733886600032,184.994,1,138,2681,8.148936170212766,301
135,Test_80,6110,334.29050736497544,5325,691,26,68,3.333944444444444,47.612611111111114,5.824992939059905,288.435,1,292,6110,10.426621160409557,577
136,Test_203,10700,327.4710280373832,9277,1221,90,112,3.3331111111111107,78.29072222222221,6.92474445096656,592.244,1,505,10700,14.381720430107526,984
137,Test_33,10892,346.10034887991185,9405,1338,0,149,3.333944444444444,90.95011111111111,7.571444967747027,771.868,1,515,10892,13.735182849936947,975
138,Test_110,5897,336.1061556723758,5197,605,36,59,3.529941176470588,49.03164705882353,6.529655277849065,394.407,1,298,5897,11.794,585
139,Test_20,2468,350.39262560777956,2177,262,10,19,8.001000000000001,56.03079999999999,11.173432426127919,124.075,1,120,2468,7.761006289308176,274
140,Test_27,3368,304.6229216152019,3009,296,38,25,8.002333333333333,53.10373333333333,10.516315637286308,136.457,1,246,3368,9.460674157303371,300
141,Test_135,10969,333.29756586744463,9593,1211,49,116,3.3332777777777776,80.93822222222224,7.236760599812097,730.3,1,524,10969,13.867256637168142,988
142,Test_51,2689,348.0330978058758,2326,296,46,21,8.0008,56.33946666666668,11.109807354220584,169.27,1,144,2689,7.9792284866468846,325
143,Test_146,6580,315.0565349544073,5887,590,32,71,3.530176470588235,49.79682352941177,6.485052381563767,337.258,1,492,6580,12.927308447937131,571
144,Test_94,2488,347.1209807073955,2171,273,26,18,8.010133333333334,50.71853333333333,10.918812629745693,123.181,1,111,2488,7.562310030395137,275
145,Test_42,3412,299.7737397420868,3003,280,102,27,8.001133333333334,55.010533333333335,12.501605183944696,168.204,1,246,3412,9.45152354570637,293
146,Test_47,2475,347.9111111111111,2149,270,40,16,8.0016,53.798666666666676,10.999009939861725,181.758,1,126,2475,7.807570977917981,295
147,Test_221,5579,331.8908406524467,4847,567,112,53,3.5298823529411765,47.994,6.550253323037754,383.876,1,290,5579,11.79492600422833,566
148,Test_207,2496,348.9775641025641,2171,266,40,19,7.502750000000001,50.01675,10.321895290250014,160.162,1,116,2496,7.540785498489426,277
149,Test_128,2499,351.3613445378151,2199,276,0,24,8.001333333333333,54.10266666666667,10.934915495394106,183.628,1,118,2499,8.30232558139535,288
150,Test_43,9705,358.22287480680063,8250,1260,92,103,3.3337222222222227,84.28416666666665,8.063733182811825,656.741,1,515,9705,13.312757201646091,1004
151,Test_61,10501,360.71993143510144,9051,1349,0,101,3.333388888888889,95.71594444444446,8.169369173446555,828.277,1,553,10501,13.817105263157895,1033
152,Test_165,21433,246.69397657817385,19711,1316,98,308,3.3336111111111113,87.51566666666668,7.534409638318085,716.886,1,1968,21433,27.096080910240204,1094
153,Test_37,5246,365.7192146397255,4558,629,8,51,3.529941176470589,45.730941176470594,6.410756494726485,308.254,1,278,5246,9.301418439716311,551
154,Test_102,4830,365.252380952381,4157,600,26,47,3.5298823529411765,49.95847058823529,6.3773212380325806,300.608,1,278,4830,9.797160243407708,548
155,Test_210,9278,358.03847812028454,7866,1235,84,93,3.3337222222222227,76.43783333333332,7.206156899425348,577.019,1,521,9278,12.674863387978142,1004
156,Test_100,5487,333.7191543648624,4831,595,6,55,3.530058823529412,50.09694117647059,6.330170094583133,288.719,1,298,5487,11.825431034482758,587
157,Test_81,4385,347.2515393386545,3682,523,140,40,7.059058823529412,51.331705882352935,9.174057085035802,239.498,1,220,4385,9.022633744855968,465
158,Test_183,6158,313.82299447872686,5090,592,421,55,3.5298235294117646,43.93305882352941,6.1184559325045615,19.965,1,277,6158,10.178512396694215,578
159,Test_86,2677,348.7385132611132,2327,298,30,22,8.000933333333332,56.01173333333334,11.049585231176486,178.96,1,144,2677,8.313664596273291,325
160,Test_56,17302,209.8781065772743,16277,626,136,263,7.058411764705882,54.8394705882353,9.201329241293108,416.606,1,2214,17302,31.4010889292196,586
161,Test_188,6314,310.43617358251504,5656,556,42,60,3.5292352941176466,52.93476470588236,6.7280221655415,411.106,1,492,6314,13.578494623655914,556
162,Test_168,2634,334.4696279422931,2270,266,76,22,8.5705,55.57349999999999,11.537259715698172,153.668,1,130,2634,8.03048780487805,320
163,Test_96,4855,366.389289392379,4192,591,28,44,3.5293529411764704,49.154470588235306,6.481681082722282,341.531,1,279,4855,9.84787018255578,533
164,Test_66,10685,348.2822648572766,9269,1254,55,107,3.333666666666667,82.36911111111112,7.561330305927108,691.657,1,534,10685,13.25682382133995,1005
165,Test_225,2511,351.1302270011947,2204,272,16,19,8.000466666666666,54.246933333333345,10.900356150561764,172.297,1,117,2511,7.75,279
166,Test_222,6100,339.6972131147541,5401,648,0,51,3.529529411764706,52.29041176470588,6.4430996988428415,397.315,1,298,6100,10.951526032315979,586
167,Test_41,5657,335.9992929114372,5003,589,8,57,3.5295882352941175,47.12876470588236,5.963231748157806,276.679,1,249,5657,9.65358361774744,516
168,Test_23,2633,349.55032282567413,2281,290,38,24,8.000933333333334,56.0126,10.994514619524981,183.106,1,133,2633,8.15170278637771,312
169,Test_206,10152,343.2233057525611,8725,1244,78,105,3.333277777777778,80.16361111111112,7.1615632336376756,649.563,1,504,10152,13.737483085250338,982
170,Test_49,6004,309.72185209860095,5429,521,0,54,3.7505,53.2248125,7.441161557652345,413.203,1,492,6004,14.398081534772182,500
171,Test_227,2606,348.9927091327705,2280,283,26,17,8.0004,55.09993333333333,11.175106615867042,173.497,1,133,2606,8.406451612903226,308
172,Test_2,3485,304.0022955523673,3117,293,46,29,7.9984,57.27253333333333,10.73572661282865,158.207,1,246,3485,9.98567335243553,326
173,Test_139,11070,332.99358626919604,9639,1241,75,115,3.3333333333333335,78.00577777777778,7.324239943279633,787.184,1,544,11070,13.977272727272727,1023
174,Test_194,3368,303.83254156769596,3001,298,40,29,7.975533333333334,52.01086666666666,10.904227878031723,144.375,1,246,3368,9.541076487252125,303
175,Test_10,5392,356.18564540059344,4597,683,56,56,3.3338888888888887,49.98338888888889,6.185943723260813,304.24,1,294,5392,9.154499151103565,578
176,Test_187,4649,352.61174446117445,3876,497,238,38,3.529764705882353,47.674588235294124,6.807424411726501,336.599,1,235,4649,10.836829836829837,480
177,Test_72,6918,315.66608846487424,6126,634,99,59,3.5294705882352937,52.278764705882345,6.604238912888747,419.936,1,492,6918,12.05226480836237,584
178,Test_28,5363,331.028342345702,4742,557,14,50,3.529352941176471,48.09694117647059,6.615729551046037,356.572,1,286,5363,12.10609480812641,564
179,Test_173,4101,332.03560107290906,3302,389,378,32,7.5015624999999995,53.822625,10.532355325478955,6.065,1,188,4101,8.403688524590164,420
180,Test_166,5142,322.06242707117855,4495,547,48,52,7.058470588235294,49.62258823529412,8.830046641388474,225.863,1,246,5142,10.023391812865498,491
181,Test_140,9679,357.8360367806592,8212,1267,96,104,3.3334444444444444,84.143,7.835942223129139,719.046,1,532,9679,12.521345407503235,1017
182,Test_123,4588,359.9788578901482,3945,561,36,46,3.53,50.83982352941176,6.810019328087655,367.34,1,290,4588,10.474885844748858,571
183,Test_25,5318,332.39563745769084,4717,542,12,47,3.529235294117647,47.35835294117646,6.582924740586026,349.928,1,278,5318,11.977477477477477,547
184,Test_76,6552,335.97603785103786,5765,727,0,60,3.3333888888888885,49.524055555555556,6.275115498074188,440.147,1,336,6552,11.434554973821989,634
185,Test_204,9444,364.37420584498096,8063,1220,61,100,3.3331666666666666,81.73383333333332,7.467733233076972,700.659,1,514,9444,12.508609271523179,969
186,Test_108,4486,360.9977708426215,3859,555,36,36,3.531,54.27358823529411,6.538462389513593,295.936,1,274,4486,9.946784922394679,528
187,Test_52,2890,349.63217993079587,2469,327,68,26,8.000666666666667,57.77266666666666,11.0050309708294,225.358,1,161,2890,8.67867867867868,355
188,Test_209,9659,364.2050936949995,8232,1260,63,104,3.3346666666666667,81.55627777777778,7.491056669363303,772.111,1,532,9659,12.84441489361702,1000
189,Test_147,8062,221.75241875465144,7623,312,0,127,7.998733333333334,62.77133333333333,11.192713585598115,274.35,1,819,8062,23.10028653295129,349
190,Test_59,2543,351.47424302005504,2237,270,16,20,8.001066666666667,53.58513333333334,11.00322156407696,182.305,1,126,2543,7.753048780487805,273
191,Test_69,5481,333.1246122970261,4854,565,14,48,3.5297058823529412,50.84535294117648,6.755464080281047,444.667,1,293,5481,12.485193621867882,569
