,test case name,nbr logs,nbr char in log,debug,info,error,warn,tbl mini,tbl maxi,tbl avg,tbl first and last,NOC mini,NOC maxi,NOC,NOC avg,nbr negattion
14,Test_22,9056,362.63648409893995,7808,1160,0,88,3.3336111111111113,69.01294444444444,7.027649982898578,609.536,1,478,9056,12.010610079575597,887
15,Test_169,10713,368.1850088677308,9300,1284,16,113,3.3337777777777777,89.60077777777778,7.577858952017213,905.905,1,532,10713,13.39125,964
16,Test_184,10007,366.26871190166884,8691,1225,0,91,3.3332222222222216,82.10166666666666,7.635735053818528,856.668,1,513,10007,13.184453227931488,916
17,Test_230,9377,366.64828836514874,8157,1144,0,76,3.333277777777778,65.88722222222223,7.388520269216489,797.459,1,470,9377,12.620457604306864,837
18,Test_174,11015,368.69105764866094,9565,1315,16,119,3.334222222222222,87.21005555555557,7.592186302753311,930.858,1,550,11015,13.598765432098766,995
19,Test_137,8590,361.962398137369,7425,1095,0,70,3.335166666666667,65.88511111111112,6.951267427903728,550.193,1,449,8590,11.561238223418574,809
20,Test_84,9892,365.4365143550344,8585,1208,0,99,3.3337777777777777,71.89983333333333,7.690995036345695,858.094,1,499,9892,13.20694259012016,921
21,Test_54,8990,360.5042269187987,7749,1166,0,75,3.3338888888888887,64.50477777777778,6.673241114349948,492.825,1,475,8990,11.875825627476882,888
22,Test_158,9741,363.00492762550044,8428,1213,0,100,3.333277777777778,69.05733333333335,7.550605983538047,797.367,1,498,9741,12.783464566929133,932
23,Test_202,5187,304.3537690379796,4150,433,560,44,3.530117647058823,42.336470588235294,6.243907566529207,15.785,1,246,5187,11.107066381156317,443
24,Test_205,9433,359.30149475246475,8133,1205,0,95,3.334333333333333,68.2795,6.983470723479272,549.358,1,495,9433,12.346858638743456,948
25,Test_98,4922,370.34193417310036,4273,593,16,40,3.5302352941176474,45.613,6.343766075215592,306.439,1,273,4922,9.014652014652015,516
26,Test_179,9137,363.3260369924483,7883,1172,0,82,3.3335,72.44727777777777,7.3767784277218205,610.635,1,465,9137,12.038208168642951,898
27,Test_125,9200,360.0315217391304,7911,1194,0,95,3.3336666666666672,70.11661111111111,7.111049260475189,606.352,1,502,9200,12.010443864229766,937
28,Test_129,19291,254.9536571458193,17799,1212,0,280,3.333055555555555,74.32972222222223,7.095064786620096,732.991,1,1476,19291,24.05361596009975,953
29,Test_35,9769,364.798751151602,8401,1246,16,106,3.334,68.60283333333332,6.813414808641382,564.857,1,496,9769,12.150497512437811,945
30,Test_160,9680,365.3554752066116,8389,1203,0,88,3.3335555555555554,74.95994444444446,7.456501966688281,793.501,1,504,9680,12.855245683930942,919
31,Test_118,9160,360.9977074235808,7876,1184,0,100,3.3391666666666664,70.15261111111111,7.205976132261055,612.399,1,494,9160,12.052631578947368,935
32,Test_148,9264,364.7308937823834,8022,1160,0,82,3.333611111111111,75.38788888888888,7.252808995498146,676.081,1,484,9264,12.286472148541113,882
33,Test_167,10222,366.22539620426534,8895,1230,0,97,3.3334444444444444,90.1706111111111,8.054222499074825,915.111,1,516,10222,13.52116402116402,937
34,Test_197,8875,363.0856338028169,7637,1153,0,85,3.3367222222222224,65.65116666666667,6.90567983732304,547.348,1,451,8875,11.70844327176781,869
35,Test_16,9987,365.6502453189146,8712,1198,0,77,3.3333333333333335,69.10805555555555,7.634225568065787,854.871,1,479,9987,13.21031746031746,857
36,Test_162,9935,363.3514846502265,8636,1210,0,89,3.3335,75.2671111111111,7.335322149939232,793.572,1,484,9935,12.969973890339425,897
37,Test_228,9331,365.6125817168578,8127,1131,0,73,3.3335000000000004,71.40083333333332,7.516182445561652,795.658,1,462,9331,12.50804289544236,825
38,Test_109,9352,361.37606928999145,8051,1202,0,99,3.333333333333333,72.4205,7.307837017813877,674.257,1,498,9352,12.419654714475431,932
39,Test_171,10997,368.1213967445667,9572,1298,16,111,3.3334999999999995,75.59677777777777,7.495026608410527,938.232,1,531,10997,13.593325092707046,963
40,Test_153,8669,362.3675164378821,7496,1097,0,76,3.3334444444444444,67.48005555555557,7.071286398784923,608.003,1,436,8669,11.466931216931217,806
41,Test_19,10586,368.29491781598335,9182,1273,16,115,3.3345555555555557,84.14683333333333,7.490585519046501,887.21,1,528,10586,13.315723270440252,963
42,Test_107,10258,367.9830376291675,8908,1262,0,88,3.333666666666667,81.6503888888889,7.688038252039998,854.922,1,513,10258,13.60477453580902,933
43,Test_223,9602,367.32795250989375,8380,1147,0,75,3.3335555555555554,74.66877777777779,7.539982823172148,858.61,1,484,9602,12.854082998661312,845
44,Test_149,5725,374.36855895196504,5044,618,16,47,3.5297058823529412,51.67758823529412,7.27030591435332,552.506,1,314,5725,10.62152133580705,543
45,Test_8,9694,366.0121724778213,8464,1156,0,74,3.3336111111111104,72.15849999999999,7.6885936119535545,851.269,1,488,9694,13.012080536912752,842
46,Test_212,8735,363.2367487120778,7543,1124,0,68,3.333611111111111,67.10205555555555,6.931079599493091,606.487,1,450,8735,11.554232804232804,827
47,Test_164,5964,376.3346747149564,5263,640,16,45,3.529411764705882,57.89635294117647,7.368503035718399,613.367,1,332,5964,10.98342541436464,562
48,Test_231,9311,364.81860165395767,8107,1131,0,73,3.3331666666666666,75.14155555555557,7.679244922181474,735.123,1,459,9311,12.43124165554072,822
49,Test_198,8965,363.92749581706636,7713,1170,0,82,3.3337222222222223,66.98516666666666,6.9232205976839865,552.899,1,477,8965,11.81159420289855,895
50,Test_190,10231,368.6926986609325,8913,1229,0,89,3.333388888888889,76.99566666666666,7.810393628143093,911.027,1,524,10231,13.550993377483444,931
51,Test_199,8877,363.6075250647741,7639,1151,0,87,3.334277777777778,65.8573888888889,6.865353281187128,557.948,1,447,8877,11.867647058823529,872
52,Test_104,9024,362.90791223404256,7786,1150,0,88,3.3336111111111113,69.10822222222222,7.022790605032428,611.779,1,483,9024,11.952317880794702,888
53,Test_89,10109,362.0358096745474,8793,1217,0,99,3.333555555555556,88.58916666666669,7.656823816932818,855.507,1,480,10109,13.266404199475065,915
54,Test_143,8900,361.846404494382,7711,1117,0,72,3.333277777777778,65.4631111111111,7.107690334512477,609.866,1,448,8900,11.67979002624672,829
55,Test_31,8982,362.09519038076155,7712,1180,0,90,3.333666666666667,64.51272222222222,6.920147210277192,552.373,1,486,8982,11.896688741721855,915
56,Test_208,8899,363.31250702326105,7687,1141,0,71,3.333555555555555,65.53016666666666,6.98035625659801,544.827,1,468,8899,11.83377659574468,867
57,Test_39,8982,364.7685370741483,7727,1172,0,83,3.3334999999999995,64.858,6.877732430321007,551.372,1,479,8982,11.880952380952381,898
58,Test_3,9652,366.40147119767926,8413,1159,0,80,3.3341666666666665,71.9975,7.8665593393569,859.236,1,479,9652,12.93833780160858,858
59,Test_36,8957,364.2950764764988,7709,1164,0,84,3.3333333333333335,68.19316666666666,6.9257705407485695,550.761,1,460,8957,11.847883597883598,874
60,Test_133,9198,360.51935203305067,7902,1196,0,100,3.333388888888889,69.83827777777779,7.149118984448061,615.84,1,497,9198,12.182781456953643,938
61,Test_105,9181,365.06807537305303,7912,1185,0,84,3.333277777777777,73.86511111111112,7.506158131523624,611.307,1,478,9181,12.048556430446194,899
62,Test_155,6010,375.33444259567386,5305,635,16,54,3.529705882352941,57.4915294117647,7.503586891488972,612.116,1,347,6010,11.068139963167587,562
63,Test_200,9314,363.0837449001503,8031,1199,0,84,3.334,68.68466666666666,7.266804720428869,550.87,1,485,9314,12.143415906127771,910
64,Test_217,10611,364.57864480256336,9225,1279,0,107,3.333388888888889,85.70555555555556,7.877672677213269,975.343,1,525,10611,13.90694626474443,961
65,Test_82,9738,364.9666255904703,8390,1224,16,108,3.3332777777777776,73.36716666666666,6.961501281046876,662.651,1,496,9738,12.203007518796992,922
66,Test_62,9736,367.3224116680362,8490,1169,0,77,3.335277777777778,69.31194444444446,7.65691096182278,852.329,1,493,9736,12.912466843501326,871
67,Test_63,10312,360.19026377036465,8822,1220,182,88,3.333611111111111,85.07694444444445,7.9322761467344565,854.239,1,504,10312,13.676392572944296,957
68,Test_122,8868,360.39005412719894,7662,1126,0,80,3.3334444444444444,68.19544444444445,7.117297987589181,609.557,1,464,8868,11.855614973262032,851
69,Test_161,6168,375.4499027237354,5438,656,16,58,3.5297058823529412,55.96441176470588,7.5077561332800995,611.111,1,348,6168,11.359116022099448,599
70,Test_101,9013,364.0784422500832,7744,1186,0,83,3.3337222222222223,67.97072222222224,6.918028588060491,548.837,1,485,9013,11.953580901856764,903
71,Test_201,8872,360.8208972046889,7632,1152,0,88,3.3333333333333335,64.78733333333335,6.790504111714669,489.528,1,459,8872,11.673684210526316,878
72,Test_156,10395,364.9726791726792,9072,1239,0,84,3.3337222222222227,73.39894444444444,7.654295119997802,914.975,1,513,10395,13.713720316622691,920
73,Test_178,10420,367.1750479846449,9102,1228,0,90,3.3333333333333335,75.09205555555556,7.65805177947781,913.326,1,510,10420,13.69250985545335,913
74,Test_157,10568,361.138720666162,9046,1217,218,87,3.333444444444444,93.52183333333335,7.759980956504159,944.71,1,512,10568,13.796344647519582,949
75,Test_163,5951,373.20752814652997,5260,624,16,51,3.529529411764705,53.72064705882353,7.202021677764612,550.272,1,331,5951,10.761301989150091,553
76,Test_181,8865,362.0996051889453,7622,1158,0,85,3.335722222222222,64.89783333333334,6.777783782169373,546.801,1,464,8865,11.603403141361257,881
77,Test_92,9723,346.34505810963697,8468,1162,0,93,3.333666666666667,65.67516666666667,6.649563266809789,537.663,1,469,9723,12.433503836317136,883
78,Test_177,11285,366.2870181657067,9757,1409,0,119,3.3335555555555554,90.39827777777776,7.6380872933977075,951.558,1,554,11285,14.523809523809524,1019
79,Test_70,9974,365.6038700621616,8682,1204,0,88,3.3335,73.24594444444443,7.702817980973064,854.179,1,499,9974,13.210596026490066,913
80,Test_91,9215,362.9164405860011,7925,1204,0,86,3.3337222222222223,65.98383333333334,6.85919526103758,546.301,1,509,9215,12.140974967061924,942
81,Test_32,9188,362.98933391380064,7908,1192,0,88,3.3373333333333335,71.32711111111111,7.353500538357199,547.178,1,482,9188,11.994778067885118,929
82,Test_216,9927,364.51193714113026,8658,1167,22,80,3.333555555555556,84.15866666666666,8.033419051820978,861.7,1,497,9927,12.776061776061775,860
83,Test_93,9004,362.24055975122167,7762,1158,0,84,3.335,62.13694444444444,6.690911140689868,485.035,1,450,9004,11.83180026281209,867
84,Test_224,9118,365.6631936828252,7936,1105,0,77,3.3333333333333335,70.85766666666666,7.481020418548902,735.275,1,440,9118,12.304993252361674,803
85,Test_159,9962,369.62969283276453,8643,1234,0,85,3.333277777777778,85.04694444444445,7.625050237863558,855.045,1,498,9962,13.194701986754968,899
86,Test_126,9104,361.01691564147626,7820,1187,0,97,3.3340555555555556,72.16194444444446,7.1037717419666855,604.426,1,498,9104,12.138666666666667,933
87,Test_55,8798,361.8338258695158,7590,1139,0,69,3.333444444444444,65.54016666666666,6.911604575979041,545.823,1,463,8798,11.777777777777779,853
88,Test_189,10449,367.7750980955115,9136,1226,0,87,3.3335555555555554,74.22588888888889,7.707850827022343,912.213,1,512,10449,13.57012987012987,913
89,Test_218,10743,367.92432281485617,9317,1294,16,116,3.3336111111111113,91.69466666666666,7.588522614123573,899.348,1,537,10743,13.3287841191067,975
90,Test_17,4991,371.7659787617712,4331,598,16,46,3.5321764705882353,48.10723529411764,6.358579762381343,303.864,1,282,4991,9.39924670433145,532
91,Test_115,9020,363.3121951219512,7776,1162,0,82,3.333555555555555,70.27738888888888,7.172107397788569,607.015,1,487,9020,11.97875166002656,884
92,Test_65,10362,365.2606639644856,8998,1262,0,102,3.333444444444444,94.87016666666666,8.064227679314504,919.253,1,537,10362,13.616294349540079,978
93,Test_127,8850,359.3514124293785,7608,1146,0,96,3.3344444444444448,70.58177777777777,7.4015735553900015,551.207,1,457,8850,11.706349206349206,882
94,Test_26,9033,362.92128860843576,7789,1162,0,82,3.3341111111111106,69.66205555555555,7.064830796785433,669.35,1,482,9033,11.932628797886395,893
95,Test_134,8804,360.3075874602453,7589,1137,0,78,3.333222222222222,67.47261111111112,6.927934575963088,551.335,1,464,8804,11.56898817345598,854
96,Test_172,10085,366.63986117997024,8788,1202,0,95,3.3335555555555554,78.05466666666666,7.9971959962008485,855.853,1,502,10085,13.357615894039736,902
97,Test_78,8991,362.1165610054499,7763,1157,0,71,3.3337777777777777,70.2698888888889,7.33596095322382,552.041,1,468,8991,11.892857142857142,867
98,Test_219,10172,366.0687180495478,8827,1243,0,102,3.3334444444444444,75.25605555555555,7.79818968117139,912.915,1,513,10172,13.544607190412783,944
99,Test_83,10335,363.6805031446541,8972,1258,0,105,3.333277777777778,86.66777777777777,7.665013247496919,915.112,1,514,10335,13.474576271186441,957
100,Test_226,10118,363.96461751334255,8783,1239,0,96,3.3333333333333335,70.26988888888889,7.542695533877508,851.216,1,508,10118,13.330698287220025,950
101,Test_53,9136,361.70993870402805,7900,1161,0,75,3.3341111111111115,65.78555555555556,6.919812878535672,546.17,1,461,9136,12.036890645586297,853
102,Test_50,9335,365.05141938939477,8074,1176,0,85,3.3333888888888885,74.73083333333334,7.371456660442964,672.028,1,498,9335,12.397078353253653,907
103,Test_215,9900,369.18858585858584,8602,1215,0,83,3.333222222222222,81.86183333333334,7.587863985315967,848.506,1,484,9900,13.12997347480106,887
104,Test_175,10863,368.70035901684616,9442,1290,16,115,3.333611111111111,86.82116666666667,7.613256220508835,917.627,1,537,10863,13.57875,971
105,Test_29,9173,360.8486863621498,7891,1194,0,88,3.333388888888889,68.46294444444445,6.988958645851261,547.368,1,496,9173,12.101583113456464,932
106,Test_1,9639,365.23415292042745,8375,1178,0,86,3.3336666666666672,73.47016666666667,7.561782250860464,791.18,1,474,9639,12.75,870
107,Test_220,10494,362.38622069754143,9106,1282,0,106,3.333444444444444,76.18744444444444,7.695844664069954,915.591,1,512,10494,13.753604193971167,974
108,Test_121,8934,359.97526304007164,7728,1127,0,79,3.333388888888889,66.59866666666667,7.314708611907158,552.016,1,453,8934,11.833112582781457,840
109,Test_192,10690,366.40767072029934,9296,1279,18,97,3.333444444444444,86.80327777777778,8.089489045394846,916.419,1,522,10690,13.565989847715736,963
110,Test_196,9114,364.02710116304587,7854,1178,0,82,3.3341666666666665,70.49511111111111,7.19781926282924,548.403,1,486,9114,12.007905138339922,902
111,Test_99,9119,364.28413203202103,7839,1198,0,82,3.333833333333333,65.99655555555556,6.943081421113648,543.844,1,501,9119,12.174899866488651,921
112,Test_193,9954,362.52461322081575,8537,1310,0,107,3.3331666666666666,72.54133333333334,6.951024181999879,615.632,1,511,9954,12.71264367816092,960
113,Test_88,9841,364.8704399959354,8559,1191,0,91,3.3337777777777777,78.86933333333333,7.571344323930502,851.616,1,477,9841,12.8640522875817,886
114,Test_186,10452,369.1676234213548,9104,1256,0,92,3.333388888888889,77.86144444444443,7.772524827356496,976.58,1,536,10452,13.807133421400264,956
115,Test_211,9178,363.8022444977119,7930,1177,0,71,3.335111111111111,68.28611111111111,7.097037659426938,611.386,1,494,9178,12.237333333333334,896
116,Test_14,5825,374.88635193133047,5136,624,16,49,3.5300588235294117,57.665470588235294,7.3699877896973405,549.26,1,333,5825,10.668498168498168,546
117,Test_24,9389,362.2670145915433,8095,1206,0,88,3.333611111111111,73.18761111111112,7.202845051847218,674.787,1,507,9389,12.452254641909814,926
118,Test_45,9820,365.11242362525456,8580,1161,0,79,3.3332777777777776,75.20238888888888,7.608303322588944,861.378,1,472,9820,13.006622516556291,847
119,Test_145,9892,364.33481601293977,8565,1229,0,98,3.3335,75.62961111111112,7.687286455744415,853.169,1,506,9892,13.067371202113605,940
120,Test_9,5084,369.93174665617624,4406,615,16,47,3.5298823529411765,48.20717647058824,6.3887240723316765,305.292,1,295,5084,9.345588235294118,551
121,Test_150,5851,373.2267988378055,5156,628,16,51,3.530764705882352,47.31252941176471,7.268603337512113,552.064,1,323,5851,10.677007299270073,560
122,Test_176,10197,369.01137589487104,8883,1223,0,91,3.333333333333333,74.68155555555558,7.642787302702306,915.899,1,517,10197,13.434782608695652,919
123,Test_130,9050,362.26,7844,1135,0,71,3.333666666666667,71.91011111111112,7.14922084688828,614.477,1,462,9050,11.81462140992167,835
124,Test_170,8828,363.5794064340734,7623,1123,0,82,3.3333333333333335,75.77827777777779,7.063205475087242,610.739,1,449,8828,11.69271523178808,834
125,Test_131,9639,360.5213196389667,8335,1204,0,100,3.3335,73.10733333333333,7.281969744939188,671.54,1,485,9639,12.81781914893617,918
126,Test_57,10737,369.2671137189159,9308,1297,16,116,3.333666666666667,86.49316666666667,7.5267826752371185,928.88,1,535,10737,13.438047559449311,969
127,Test_120,9061,361.3197218850017,7799,1177,0,85,3.3337222222222223,72.79066666666667,7.3075721489472745,612.143,1,494,9061,11.985449735449736,906
128,Test_154,9008,361.64176287744226,7813,1125,0,70,3.3333333333333335,69.56761111111112,7.095047171977054,549.378,1,459,9008,11.931125827814569,834
129,Test_6,9005,360.9151582454192,7735,1179,0,91,3.3337222222222223,66.99855555555555,7.204209286272043,553.851,1,476,9005,11.619354838709677,919
130,Test_21,22143,255.77830465609898,20501,1343,0,299,3.3336111111111113,116.82200000000002,8.238226225951374,976.615,1,1968,22143,27.644194756554306,1057
131,Test_90,10020,363.2016966067864,8606,1311,0,103,3.333833333333333,73.37616666666665,7.24793137939864,608.785,1,499,10020,12.748091603053435,967
132,Test_97,8846,363.88740673750846,7618,1150,0,78,3.333444444444444,67.5498888888889,6.857336128615742,547.722,1,456,8846,11.608923884514436,859
133,Test_119,10177,361.5257934558318,8762,1315,0,100,3.333333333333333,70.62611111111111,6.782871120164495,577.86,1,498,10177,13.06418485237484,980
134,Test_5,6053,375.50685610441104,5349,635,16,53,3.529470588235294,50.052058823529414,7.518091309116853,613.71,1,356,6053,11.14732965009208,564
135,Test_80,8830,364.70249150622874,7609,1147,0,74,3.3337777777777777,65.53288888888888,6.889210598585559,491.913,1,464,8830,11.710875331564987,876
136,Test_203,8815,362.9557572319909,7600,1147,0,68,3.335,64.77738888888888,6.861475653590768,545.617,1,474,8815,11.769025367156209,861
137,Test_33,8555,362.7324371712449,7365,1121,0,69,3.333444444444444,62.5796111111111,6.716467971237135,487.356,1,453,8555,11.391478029294275,835
138,Test_110,9159,363.9100338464898,7905,1175,0,79,3.3337222222222223,71.574,7.245943697835876,670.291,1,479,9159,12.2283044058745,871
139,Test_20,10832,368.1322008862629,9388,1313,16,115,3.3333333333333335,77.4028888888889,7.469477764378551,923.549,1,544,10832,13.422552664188352,990
140,Test_27,4991,370.344820677219,4316,605,16,54,3.529764705882353,47.43694117647059,6.384408009145197,301.788,1,280,4991,9.381578947368421,546
141,Test_135,8969,362.5639424685026,7775,1123,0,71,3.3338888888888887,68.315,7.124568815053861,613.93,1,474,8969,11.879470198675497,844
142,Test_51,10377,364.5504481063891,9039,1238,0,100,3.3332777777777776,84.6816111111111,8.009728829504816,918.13,1,514,10377,13.689973614775726,933
143,Test_146,9860,367.6188640973631,8582,1196,0,82,3.3333333333333335,74.25233333333334,7.6422632697982475,851.855,1,492,9860,12.990777338603426,885
144,Test_94,9970,365.5495486459378,8561,1281,16,112,3.338,73.04144444444445,6.932539382913314,621.114,1,515,9970,12.509410288582183,979
145,Test_42,5011,369.64737577329873,4345,604,16,46,3.5295294117647056,49.068705882352944,6.3790703255867784,308.228,1,283,5011,9.245387453874539,536
146,Test_47,21768,252.74581955163544,20167,1292,0,309,3.333222222222222,77.1113888888889,7.569466511509282,913.796,1,1968,21768,27.278195488721803,1023
147,Test_221,9911,367.27444253859346,8626,1199,0,86,3.333555555555555,77.44227777777779,7.978210854085802,856.414,1,495,9911,13.04078947368421,897
148,Test_207,5982,375.30274155800737,5284,631,16,51,3.5299411764705884,53.900882352941174,7.4449677096458595,613.428,1,345,5982,10.916058394160585,554
149,Test_128,5675,338.67418502202645,5029,579,16,51,3.5300588235294117,49.010999999999996,6.21150115739838,301.798,1,274,5675,10.026501766784452,520
150,Test_43,8892,361.2312190733243,7690,1131,0,71,3.3335,63.17527777777778,6.844223745651323,488.752,1,443,8892,11.77748344370861,837
151,Test_61,10089,365.86381207255425,8810,1198,0,81,3.3338888888888887,69.84,7.620068430628588,914.344,1,493,10089,13.310026385224274,860
152,Test_165,9385,365.70367607884924,8185,1125,0,75,3.3334444444444444,69.76838888888888,7.498508206037952,787.159,1,458,9385,12.530040053404539,814
153,Test_37,9072,363.2332451499118,7810,1178,0,84,3.333166666666666,70.01622222222221,6.978837983127584,549.88,1,490,9072,12.079893475366179,911
154,Test_102,9883,364.16341191945764,8517,1233,29,104,1.105888888888889,80.17622222222221,7.246808948341884,672.108,1,483,9883,12.478535353535353,922
155,Test_210,8684,362.1233302625518,7494,1120,0,70,3.3335555555555554,68.43544444444444,7.003696164261476,550.813,1,447,8684,11.45646437994723,830
156,Test_100,9231,364.43700574152314,7946,1206,0,79,3.3338888888888887,73.64422222222224,7.131055366831209,612.383,1,493,9231,12.130091984231274,916
157,Test_81,9430,363.3191940615058,8149,1192,0,89,3.333388888888889,72.03144444444445,7.106771813124421,611.989,1,477,9430,12.310704960835508,892
158,Test_183,9587,360.84176488995513,8264,1205,30,88,3.3337777777777777,66.90044444444446,6.818413915008289,547.061,1,471,9587,11.99874843554443,899
159,Test_86,10042,364.4780920135431,8708,1237,0,97,3.3334999999999995,83.18116666666666,7.791960977831252,851.246,1,512,10042,13.335989375830014,946
160,Test_56,10228,368.26055924912004,8882,1255,0,91,3.3333333333333335,78.49838888888888,7.710094977192211,898.961,1,507,10228,13.493403693931398,924
161,Test_188,10356,366.01419466975665,9037,1227,0,92,3.3332777777777776,76.99611111111112,7.885898843454052,916.051,1,509,10356,13.466840052015606,907
162,Test_168,10564,368.53332071185156,9156,1278,16,114,3.3336666666666672,86.11461111111112,7.400152978835046,875.855,1,521,10564,13.238095238095237,952
163,Test_96,8899,364.0686593999326,7661,1154,0,84,3.334055555555556,66.12555555555555,6.971363687547909,552.646,1,460,8899,11.802387267904509,873
164,Test_66,8780,362.71788154897496,7580,1130,0,70,3.333388888888889,65.25344444444444,6.955185413857378,549.258,1,452,8780,11.722296395193592,844
165,Test_225,10656,367.0794857357357,9235,1292,16,113,3.3332777777777776,88.34049999999999,7.4896991452304285,851.791,1,534,10656,13.353383458646617,969
166,Test_222,10382,365.88056251204006,9018,1235,30,99,3.333444444444444,71.80799999999999,7.685666947215714,911.391,1,502,10382,13.158428390367554,906
167,Test_41,20547,245.21351048814913,19075,1181,0,291,3.3335555555555554,77.529,7.039287418041102,610.665,1,1968,20547,25.524223602484472,925
168,Test_23,9345,360.52680577849117,8009,1240,0,96,3.1579473684210524,68.97494736842106,6.795865324607622,668.4,1,502,9345,12.37748344370861,933
169,Test_206,8904,363.72214734950586,7688,1145,0,71,3.3336111111111113,65.52161111111111,7.031323281352148,554.218,1,468,8904,11.840425531914894,855
170,Test_49,5078,370.23631350925564,4436,587,16,39,3.529411764705882,52.967588235294116,6.644606368073904,368.471,1,284,5078,9.456238361266294,523
171,Test_227,9749,363.55277464355316,8458,1193,0,98,3.333388888888889,68.92283333333333,7.558553806821463,791.534,1,481,9749,12.929708222811671,905
172,Test_2,10112,364.67385284810126,8783,1231,0,98,3.3337222222222223,78.78577777777778,7.731567453322354,918.629,1,501,10112,13.375661375661375,931
173,Test_139,9224,362.0728534258456,7988,1160,0,76,3.3337777777777777,72.92616666666666,7.504260567670674,615.144,1,480,9224,12.201058201058201,868
174,Test_194,9015,360.3844703272324,7738,1184,0,93,3.333666666666667,65.9755,6.941825114197251,549.501,1,478,9015,11.90885072655218,918
175,Test_10,10194,367.69413380419854,8852,1242,18,82,3.3333333333333335,89.37538888888889,7.725179819378626,855.248,1,508,10194,13.002551020408163,917
176,Test_187,10304,368.87296195652175,8988,1223,0,93,3.333333333333333,79.643,7.686735741637396,916.409,1,519,10304,13.451697127937337,937
177,Test_72,10441,366.8367972416435,9063,1245,30,103,3.3335,73.4393888888889,7.759603621476275,918.136,1,509,10441,13.199747155499368,921
178,Test_28,8985,361.18864774624376,7735,1169,0,81,3.333222222222222,69.94177777777777,7.0233116321017715,607.987,1,473,8985,11.837944664031621,881
179,Test_173,10507,368.73417721518985,9124,1246,30,107,3.3333888888888885,82.13927777777779,7.7478173798718,913.296,1,523,10507,13.24968474148802,942
180,Test_166,10061,368.0971076433754,8716,1253,0,92,3.3333333333333335,84.39383333333335,7.903331105001884,856.885,1,499,10061,13.414666666666667,921
181,Test_140,8718,361.9393209451709,7543,1107,0,68,3.3337777777777777,66.54833333333335,7.099442586563096,547.622,1,449,8718,11.471052631578948,812
182,Test_123,9028,361.59813912272926,7792,1151,0,85,3.3331666666666666,69.90566666666668,7.058977538526863,614.054,1,471,9028,11.941798941798941,873
183,Test_25,9101,361.7031095484013,7843,1173,0,85,3.333277777777778,70.59927777777777,7.118413471737232,612.15,1,472,9101,12.006596306068602,871
184,Test_76,10659,367.71629608781313,9337,1237,0,85,3.3333333333333335,77.0805,7.671725466779879,920.497,1,526,10659,13.988188976377952,944
185,Test_204,8734,362.5362949393176,7532,1133,0,69,3.333111111111111,64.9003888888889,6.895138950568456,552.841,1,457,8734,11.552910052910052,840
186,Test_108,4884,371.2323914823915,4244,588,16,36,3.5308823529411764,45.459529411764706,6.31933662194466,305.64,1,262,4884,9.044444444444444,498
187,Test_52,11158,367.9964151281592,9671,1381,0,106,3.3335,83.25794444444445,7.661380222750927,964.369,1,538,11158,14.305128205128206,982
188,Test_209,8826,362.4734874235214,7623,1132,0,71,3.3351666666666664,64.24177777777778,7.024269444409384,550.006,1,461,8826,11.690066225165562,848
