,test case name,nbr logs,nbr char in log,debug,info,error,warn,tbl mini,tbl maxi,tbl avg,tbl first and last,NOC mini,NOC maxi,NOC,NOC avg,nbr negattion
27,Test_36,2062,352.1896217264792,1752,244,48,18,8.004666666666667,39.150533333333335,11.677177444265006,183.512,1,133,2062,7.41726618705036,298
28,Test_105,1968,268.9471544715447,1717,158,72,21,8.001933333333334,40.943,12.616890195085887,66.1,1,246,1968,11.310344827586206,213
29,Test_82,1846,262.4312026002167,1604,151,72,19,8.0004,35.8862,11.86845460341299,60.54,1,246,1846,10.488636363636363,202
30,Test_62,9839,359.9705254599045,8313,1220,203,103,3.333666666666667,108.66783333333335,8.435558178374457,893.463,1,523,9839,12.597951344430218,967
31,Test_63,1858,274.0043057050592,1668,151,18,21,8.002333333333333,38.90340000000001,12.177793946781541,122.678,1,246,1858,11.834394904458598,197
32,Test_122,11744,330.7860183923706,8661,1048,1960,75,3.5300000000000002,56.71305882352941,7.401830013268288,428.152,1,1992,11744,21.99250936329588,600
33,Test_101,9236,358.3550238198354,7891,1178,70,97,3.3333333333333335,78.05377777777778,7.637519419255887,663.86,1,485,9236,12.380697050938338,919
34,Test_92,5502,336.8273355143584,4832,616,0,54,3.5296470588235294,49.18705882352941,6.617643147541388,344.855,1,301,5502,10.540229885057471,585
35,Test_70,11734,301.0716720640873,8919,904,1803,108,3.531176470588235,45.0415294117647,5.786964390149052,305.888,1,1557,11734,19.854483925549914,687
36,Test_91,1836,259.55065359477123,1599,149,68,20,8.785733333333333,29.920933333333334,12.592996547357501,2.922,1,246,1836,10.736842105263158,212
37,Test_32,9565,358.6346053319394,8189,1202,72,102,3.333555555555556,77.87483333333333,7.196012134956754,696.771,1,480,9565,12.486945169712794,923
38,Test_93,6770,318.44992614475626,6020,631,43,76,3.5291176470588232,49.966352941176474,6.133415310110685,356.884,1,492,6770,11.533219761499149,612
39,Test_55,1063,358.0592662276576,870,138,40,15,8.005466666666667,36.7416,12.538745327821147,124.577,1,84,1063,7.874074074074074,175
40,Test_17,1813,269.3491450634308,1629,146,18,20,8.0018,36.648466666666664,12.426280591126082,65.286,1,246,1813,12.25,201
41,Test_115,10066,341.80528511821973,8696,1189,82,99,3.3331666666666666,74.8933888888889,6.870668280452539,650.549,1,495,10066,12.70959595959596,922
42,Test_65,2564,224.04992199687987,2315,148,72,29,4.286857142857143,35.98164285714286,8.884371448134175,76.377,1,492,2564,16.12578616352201,206
43,Test_26,8729,354.2568449994272,7395,1153,82,99,3.333277777777778,69.62516666666667,7.075301856647194,488.267,1,481,8729,11.440366972477063,921
44,Test_78,6763,301.6597663758687,5625,585,475,78,3.5297058823529412,47.450470588235305,5.835255934836205,295.794,1,492,6763,11.34731543624161,560
45,Test_83,2202,208.33742052679384,2051,89,34,28,0.0036923076923076922,19.326,2.4000306019692563,76.907,1,492,2202,17.203125,128
46,Test_53,9672,369.7795698924731,8321,1157,94,100,3.529529411764706,95.08758823529412,9.767346078859104,900.537,1,521,9672,13.322314049586776,974
47,Test_50,3075,270.1362601626016,2387,251,409,28,8.0,39.69826666666667,11.174372456797355,198.535,1,246,3075,8.589385474860336,308
48,Test_29,1647,259.6885245901639,1474,119,36,18,8.001800000000001,39.400333333333336,11.951389032419343,91.797,1,246,1647,12.110294117647058,168
49,Test_1,1036,334.1361003861004,808,142,74,12,4.288571428571428,35.68107142857143,8.584775071477903,0.502,1,92,1036,6.683870967741935,198
50,Test_121,1244,344.65755627009645,983,165,82,14,8.001600000000002,38.166866666666664,12.625891812168037,125.464,1,97,1244,7.404761904761905,213
51,Test_99,5410,367.17430683918667,4653,653,43,61,3.531823529411765,49.62347058823529,6.210538544021528,297.041,1,355,5410,9.44153577661431,651
52,Test_88,4564,367.2368536371604,3886,594,19,65,3.53,50.782999999999994,7.038157947683869,307.387,1,309,4564,9.314285714285715,604
53,Test_14,10822,354.25272592866384,9511,1200,0,111,3.5295294117647056,88.08658823529412,8.104361383540295,928.707,1,530,10822,14.14640522875817,999
54,Test_24,1208,343.4635761589404,949,162,82,15,8.003333333333334,39.092666666666666,12.185593343473117,117.531,1,97,1208,7.694267515923567,212
55,Test_45,10642,355.30529975568504,9280,1191,0,171,3.529470588235294,99.67023529411765,9.571587150541367,968.526,1,541,10642,14.618131868131869,1003
56,Test_9,6428,343.7011512134412,5670,647,43,68,3.5297058823529412,51.48794117647059,6.40310901220939,435.028,1,327,6428,10.931972789115646,612
57,Test_57,10595,354.93128834355826,9222,1185,78,110,3.529470588235294,90.25376470588235,9.253635740854328,977.491,1,544,10595,14.221476510067115,1002
58,Test_120,9332,358.1451993141877,7979,1174,82,97,3.3335555555555554,78.26183333333333,7.5114197233254,705.112,1,470,9332,11.827629911280102,900
59,Test_6,5570,367.42190305206464,4829,637,43,61,3.529705882352941,57.763764705882345,7.329111082931696,363.773,1,326,5570,9.840989399293287,606
60,Test_21,1198,343.7045075125209,947,156,82,13,8.002333333333334,40.76326666666667,12.982251579564304,64.912,1,102,1198,7.173652694610778,213
61,Test_90,5309,336.997362968544,4635,585,19,70,3.5298235294117646,47.38676470588236,6.8921417633149185,350.913,1,296,5309,10.533730158730158,583
62,Test_97,1857,263.2665589660743,1619,149,70,19,8.004933333333334,38.02473333333333,12.241501314242875,63.523,1,246,1857,10.551136363636363,200
63,Test_119,2187,280.12848651120254,1901,192,70,24,7.9946,41.12253333333334,12.4168968687266,127.255,1,246,2187,11.821621621621622,254
64,Test_5,6406,328.8954105526069,5255,603,475,73,3.5299411764705884,50.456823529411764,6.2764196918551525,421.288,1,291,6406,10.641196013289036,568
65,Test_80,4968,364.1719001610306,4275,591,43,59,3.5314117647058825,44.950411764705876,6.153123447059467,240.931,1,279,4968,8.887298747763865,550
66,Test_33,2487,272.691596300764,1411,234,826,16,8.001133333333334,40.58953333333332,11.439146937309244,183.617,1,129,2487,8.695804195804195,291
67,Test_110,1138,348.3576449912127,901,156,66,15,8.002533333333334,39.985933333333335,12.421737569655276,61.129,1,92,1138,8.306569343065693,201
68,Test_20,1248,343.01522435897436,977,165,90,16,8.002600000000001,40.21986666666667,12.62036366962651,121.182,1,95,1248,7.341176470588235,210
69,Test_27,1389,345.19366450683947,1105,184,82,18,8.002466666666667,39.421733333333336,12.715890287624932,122.423,1,105,1389,7.937142857142857,233
70,Test_51,6550,318.0986259541985,5019,638,821,72,3.529764705882353,51.65188235294118,7.1072937258906945,371.801,1,328,6550,11.57243816254417,763
71,Test_94,5175,363.8007729468599,4464,606,43,62,3.530470588235294,48.58082352941177,6.24581744549004,290.494,1,277,5175,9.0,555
72,Test_42,2036,274.2819253438114,1779,165,70,22,8.000333333333334,42.27853333333334,12.142449812864232,117.992,1,246,2036,11.634285714285713,214
73,Test_47,10602,347.29485002829654,9032,1146,256,168,3.5293529411764704,87.67776470588235,8.171835609242192,926.195,1,515,10602,14.424489795918367,969
74,Test_43,2888,254.04605263157896,1449,246,1176,17,8.003000000000002,41.09946666666667,11.321189066615819,186.441,1,192,2888,9.789830508474576,300
75,Test_61,1411,352.0155917788802,1129,185,84,13,8.001333333333333,40.355466666666665,13.004503044835282,163.289,1,111,1411,8.603658536585366,235
76,Test_37,23699,253.48128613021646,21809,1417,143,329,3.3332777777777776,107.31344444444444,8.155013362825619,1028.033,1,2214,23699,27.302995391705068,1179
77,Test_102,5943,291.89231028100284,5062,464,356,61,7.4994375,50.1676875,9.583283523136114,314.547,1,492,5943,11.539805825242718,474
78,Test_100,4987,366.7216763585322,4299,587,43,58,3.530176470588235,46.17129411764706,6.155952097836577,296.066,1,269,4987,8.795414462081128,537
79,Test_81,5181,350.7085504728817,4109,584,427,61,3.53,43.93747058823529,6.020303175232394,309.586,1,284,5181,8.94818652849741,559
80,Test_86,3873,338.2212754970307,3068,408,356,41,7.500750000000001,47.9451875,9.5640438396696,183.868,1,197,3873,8.00206611570248,403
81,Test_56,2072,275.2828185328185,1800,180,68,24,8.0016,37.8118,11.968018039490385,146.676,1,246,2072,11.511111111111111,232
82,Test_96,5091,366.47515222942445,4390,598,43,60,3.5319411764705877,50.31194117647059,6.2944220442656516,291.232,1,281,5091,8.93157894736842,553
83,Test_66,5141,366.55339428126825,4415,611,53,62,3.5299411764705884,45.68705882352941,6.143504911281701,308.126,1,285,5141,8.879101899827289,561
84,Test_41,10477,362.8839362412904,8967,1293,107,110,3.333444444444444,112.38405555555556,8.472714237879138,977.925,1,550,10477,13.162060301507537,1030
85,Test_23,1199,342.3202668890742,956,154,74,15,8.000933333333334,40.61553333333333,13.002739317391846,61.212,1,93,1199,7.447204968944099,202
86,Test_49,4859,366.8225972422309,4183,595,19,62,3.5295882352941175,49.7664705882353,6.541981744459554,423.846,1,310,4859,9.916326530612245,601
87,Test_2,1006,340.27733598409543,782,142,68,14,8.0032,32.07,10.814376858752944,60.539,1,89,1006,7.237410071942446,192
88,Test_10,733,348.1364256480218,600,86,34,13,4.289142857142857,33.84142857142857,8.96010043969242,49.017,1,55,733,6.915094339622642,121
89,Test_72,1060,337.91509433962267,826,140,82,12,8.003533333333333,38.37466666666667,11.999390066515751,61.332,1,73,1060,6.666666666666667,179
90,Test_28,2034,269.55162241887905,1758,164,90,22,8.002266666666666,37.28153333333333,12.23617670134618,63.379,1,246,2034,11.237569060773481,224
91,Test_123,5646,369.2897626638328,4891,642,53,60,3.529529411764705,57.65888235294118,6.635615027635987,435.094,1,298,5646,9.751295336787564,568
92,Test_25,9519,357.95115033091713,8147,1193,82,97,3.333611111111111,77.05211111111113,7.325737053148639,669.311,1,496,9519,12.410691003911342,934
93,Test_76,5857,337.4527915315008,5142,605,43,67,3.5352941176470587,49.043529411764716,5.9849964679936205,303.379,1,287,5857,9.943972835314092,565
94,Test_108,1256,349.9609872611465,1001,169,70,16,8.001666666666667,37.86033333333333,12.714217690563093,138.442,1,96,1256,8.209150326797385,215
95,Test_52,2506,223.66241021548285,2278,137,66,25,8.001066666666667,28.627199999999995,10.341212883430762,74.923,1,492,2506,16.486842105263158,183
96,Test_59,10723,357.6514035251329,9394,1214,0,115,3.5294117647058822,92.17558823529413,9.313537994419285,984.271,1,554,10723,14.668946648426813,1026
97,Test_69,4367,224.393176093428,2036,287,2019,25,8.0014,59.11966666666667,11.132506287714182,179.78,1,258,4367,11.055696202531646,398
98,Test_58,9596,329.93736973739055,7110,907,1512,67,3.5318235294117644,46.21029411764705,6.198718836934871,310.334,1,1517,9596,18.56092843326886,568
99,Test_79,1030,335.0233009708738,804,142,70,14,9.081399999999999,28.955133333333333,13.217046154691245,0.458,1,92,1030,7.103448275862069,202
100,Test_34,10509,363.07888476543917,8954,1308,135,112,3.3335,112.18894444444443,8.445647710865474,981.402,1,581,10509,13.404336734693878,1074
101,Test_44,1847,261.1759610178668,1601,154,70,22,8.0032,37.83446666666667,11.865961874317216,72.781,1,246,1847,10.864705882352942,209
102,Test_106,2822,239.96881644223956,2549,172,70,31,8.000733333333335,37.702866666666665,12.316010666931147,137.644,1,492,2822,16.3121387283237,220
103,Test_60,1114,360.20466786355473,930,154,18,12,8.0022,39.1714,12.37906933077986,123.383,1,93,1114,8.014388489208633,200
104,Test_73,5000,365.6002,4303,593,43,61,3.530235294117647,44.72047058823529,6.180162214596534,303.87,1,279,5000,8.849557522123893,551
105,Test_15,1978,266.48837209302326,1718,157,82,21,8.001733333333334,36.42453333333333,12.705410746499696,62.117,1,246,1978,11.175141242937853,211
106,Test_71,1783,256.21536735838475,1544,134,82,23,8.000866666666667,37.080466666666666,12.061876105655832,70.527,1,246,1783,10.306358381502891,173
107,Test_74,5768,336.9108876560333,5058,599,43,68,3.529764705882353,46.373588235294115,5.943110822858764,301.028,1,278,5768,9.927710843373495,557
108,Test_12,1181,359.614733276884,983,165,18,15,8.001866666666666,38.92013333333333,13.012428914110385,97.329,1,101,1181,8.375886524822695,218
109,Test_4,1815,269.6573002754821,1638,139,16,22,8.001333333333333,39.58720000000001,12.53494419069654,110.844,1,246,1815,11.203703703703704,177
110,Test_111,3220,245.82049689440993,2182,239,775,24,7.999466666666668,40.5648,11.041880864572278,156.975,1,246,3220,10.841750841750843,297
111,Test_87,5312,335.64815512048193,4636,583,19,74,3.529705882352941,45.13511764705883,6.875610866493628,298.65,1,299,5312,10.456692913385826,596
112,Test_64,2007,277.71699053313404,1797,170,18,22,8.002466666666667,37.7728,12.397081343904448,114.588,1,246,2007,11.668604651162791,223
113,Test_30,1887,263.13990461049286,1638,159,70,20,8.006933333333333,35.82266666666667,11.72513468988317,103.027,1,246,1887,10.907514450867051,215
114,Test_38,1868,259.52516059957173,1620,156,70,22,4.287428571428571,35.861285714285714,8.844874084333856,63.407,1,246,1868,11.053254437869823,216
115,Test_40,1931,271.0378042465044,1694,153,66,18,8.001800000000001,38.03306666666666,12.052793428378768,120.669,1,246,1931,12.06875,200
116,Test_11,7106,321.3915001407261,6330,652,43,81,3.5295882352941175,59.85217647058823,6.407387273256904,446.163,1,492,7106,12.209621993127147,615
117,Test_77,6197,311.648055510731,5449,585,87,76,3.530529411764706,48.04582352941177,6.001082443307273,340.601,1,492,6197,11.007104795737122,553
118,Test_112,2765,239.0386980108499,2502,164,70,29,8.001266666666668,36.3388,12.233972284664203,92.327,1,492,2765,15.982658959537572,215
119,Test_48,1508,330.04641909814325,1142,209,142,15,4.287,34.5695,9.391827029843112,52.612,1,121,1508,7.654822335025381,271
120,Test_7,5540,354.2128158844765,4456,594,427,63,3.5295882352941175,47.67782352941177,6.533126336598747,368.506,1,288,5540,9.651567944250871,561
121,Test_18,1143,351.31146106736657,902,152,76,13,8.003,39.03420000000001,12.25125360987877,128.192,1,88,1143,7.671140939597316,186
122,Test_67,1968,271.5360772357724,1718,159,68,23,8.001066666666667,38.303266666666666,12.23862394294328,110.42,1,246,1968,12.0,209
123,Test_116,9283,337.6908327049445,7960,1137,82,104,3.333388888888889,61.68861111111111,6.204412688027113,486.881,1,463,9283,11.855683269476373,900
